Year	BMAT_Section_1	BMAT_Section_2	Offer	BMAT_all	Score	College_ID
2017	5.4	5.1	TRUE	10.5	0.3154967992916832	12
2017	7.1	6.2	TRUE	13.3	1.8011924630802219	14
2017	4.7	4.5	FALSE	9.2	-0.3742904731815671	14
2017	4.5	4.7	FALSE	9.2	-0.3742904731815671	16
2017	5.6	4.5	TRUE	10.1	0.10325456160760613	16
2017	5.9	4.9	FALSE	10.8	0.4746784775547413	8
2017	4.3	5.1	FALSE	9.399999999999999	-0.26816935433952904	18
2017	3.3	4.3	FALSE	7.6	-1.2232594239178745	1
2017	7.1	6.2	TRUE	13.3	1.8011924630802219	1
2017	6.1	6.2	TRUE	12.3	1.2705868688700297	1
2017	6.3	5.1	TRUE	11.399999999999999	0.7930418340808555	1
2017	5.4	4.5	FALSE	9.9	-0.0028665572344319496	1
2017	5.6	4.7	TRUE	10.3	0.20937568044964514	16
2017	4.9	5.3	FALSE	10.2	0.15631512102862516	16
2017	4.5	5.1	FALSE	9.6	-0.16204823549749	15
2017	4	4.7	FALSE	8.7	-0.6395932702866632	15
2017	5.4	5.5	FALSE	10.9	0.5277390369757603	17
2017	5.2	4.5	FALSE	9.7	-0.10898767607647097	17
2017	4	4.9	FALSE	8.9	-0.5334721514446242	17
2017	4.7	4.3	FALSE	9	-0.48041159202360517	19
2017	5.2	5.1	FALSE	10.3	0.20937568044964514	20
2017	6.9	5.7	TRUE	12.600000000000001	1.4297685471330877	20
2017	4.9	4.3	FALSE	9.2	-0.3742904731815671	23
2017	5.6	5.7	TRUE	11.3	0.7399812746598374	23
2017	5.9	4.7	TRUE	10.600000000000001	0.36855735871270323	23
2017	5.2	6	TRUE	11.2	0.6869207152388175	23
2017	6.3	6	TRUE	12.3	1.2705868688700297	23
2017	6.3	5.1	TRUE	11.399999999999999	0.7930418340808555	23
2017	3.8	4.9	FALSE	8.7	-0.6395932702866632	23
2017	4.9	4.9	FALSE	9.8	-0.05592711665545099	23
2017	4.7	4.9	FALSE	9.600000000000001	-0.16204823549748906	23
2017	6.3	5.1	FALSE	11.399999999999999	0.7930418340808555	23
2017	5.4	5.7	TRUE	11.100000000000001	0.6338601558177993	26
2017	6.3	4.7	FALSE	11	0.5807995963967794	26
2017	4.7	4.5	FALSE	9.2	-0.3742904731815671	18
2017	4.7	4.3	FALSE	9	-0.48041159202360517	21
2017	5.9	5.7	TRUE	11.600000000000001	0.8991629529228955	21
2017	6.6	5.5	TRUE	12.1	1.1644657500279907	21
2017	3.5	4.7	FALSE	8.2	-0.9048960673917593	25
2017	5.9	6.7	TRUE	12.600000000000001	1.4297685471330877	25
2017	6.9	8.8	TRUE	15.700000000000001	3.0746458891846835	25
2017	3.8	3.7	FALSE	7.5	-1.2763199833388936	9
2017	6.6	5.5	FALSE	12.1	1.1644657500279907	9
2017	6.1	5.1	FALSE	11.2	0.6869207152388175	9
2017	5.2	5.3	FALSE	10.5	0.3154967992916832	9
2017	4.7	4.5	FALSE	9.2	-0.3742904731815671	9
2017	5.2	5.3	FALSE	10.5	0.3154967992916832	9
